Order_Number,Order_Date,Item_Name,Quantity,Product_Price,Total_products
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,03-08-2019 20:25,,,,
,03-08-2019 20:25,,,,
16118,03-08-2019 20:25,Plain Papadum,2,0.8,6
16118,03-08-2019 20:25,Plain Papadum,2,0.8,6
